Gene ID	Gene Symbol	CCFA_Risk_126
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0
100287102.chr1.2	DDX11L1	0
653635	WASH7P	17.6625
100302278	MIR1302-2	0
645520	FAM138A	0.044761
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	0.6792
728481	RPL23AP21	0
100132287	LOC100132287	1.8371
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	1.7478
100288069	LOC100288069	0.5602
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	0.59086
643837	LOC643837	2.417
100506327	LOC100506327	0
284593	FAM41C	1.3
388579	LOC388579	0
284600	LOC284600	0.051144
100130417	LOC100130417	1.3618
148398	SAMD11	7.6027
26155	NOC2L	9.6966
339451	KLHL17	3.0591
84069	PLEKHN1	0.19423
84808	C1orf170	0.33091
57801	HES4	12.6046
100270829	RPL39P12	0
9636	ISG15	161.9359
375790	AGRN	8.0877
100288175	LOC100288175	0.76452
401934	RNF223	0.34677
54991	C1orf159	8.0998
254099	LOC254099	0.72141
406984	MIR200B	0.70444
406983	MIR200A	2.7322
554210	MIR429	9.9329
100506376	TTLL10-AS1	0
254173	TTLL10	0.1498
8784	TNFRSF18	10.9828
7293	TNFRSF4	7.818
51150	SDF4	37.6427
126792	B3GALT6	6.5619
388581	FAM132A	41.3997
118424	UBE2J2	22.8512
6339	SCNN1D	2.1702
116983	ACAP3	7.566
126789	PUSL1	9.5175
54973	CPSF3L	14.9645
80772	GLTPD1	39.8836
83756	TAS1R3	0.060817
1855	DVL1	11.9592
54587	MXRA8	14.3531
54998	AURKAIP1	211.5619
81669	CCNL2	18.2796
148413	LOC148413	7.2954
55052	MRPL20	67.0738
441869	ANKRD65	2.2542
643965	TMEM88B	0
64856	VWA1	15.5832
219293	ATAD3C	0.9443
83858	ATAD3B	7.7546
55210	ATAD3A	8.2319
339453	TMEM240	0.34832
29101	SSU72	37.6195
643988	C1orf233	3.8368
142678	MIB2	8.9176
8510	MMP23B	2.9129
728661	SLC35E2B	7.6715
984	CDK11B	1.1103
100287685	LOC100287685	0
100288379	LOC100288379	0
8511	MMP23A	3.6618
728642	CDK11A	15.1069
9906	SLC35E2	6.8123
100129381	LOC100129381	0
65220	NADK	23.8533
2782	GNB1	82.1633
163688	CALML6	0.070677
339456	TMEM52	2.8211
339457	C1orf222	0
85452	KIAA1751	0.15114
2563	GABRD	0.040424
5590	PRKCZ	2.8717
100506504	LOC100506504	0
199990	C1orf86	32.4113
6497	SKI	3.3951
79906	MORN1	0.33442
100129534	LOC100129534	0.98654
11079	RER1	73.4163
5192	PEX10	2.7084
9651	PLCH2	1.1272
55229	PANK4	5.9437
388585	HES5	1.1321
115110	LOC115110	19.2884
100133445	LOC100133445	4.8695
8764	TNFRSF14	47.8991
100131742	LOC100131742	0
127281	FAM213B	33.8279
79258	MMEL1	1.0709
100287898	TTC34	0
140625	ACTRT2	0
440556	FLJ42875	0.25063
63976	PRDM16	0.0535
100420339	LOC100420339	0
100422968	MIR4251	0
27237	ARHGEF16	20.0784
1953	MEGF6	1.3109
693135	MIR551A	0
127262	TPRG1L	57.778
49856	WRAP73	2.8137
7161	TP73	0.18239
100506635	LOC100506635	0
57212	TP73-AS1	1.1378
148870	CCDC27	0
388588	LOC388588	4.7031
57470	LRRC47	18.0774
9731	CEP104	2.9561
1677	DFFB	2.0746
339448	C1orf174	6.6971
100133612	LOC100133612	0.68515
728716	LOC728716	0
644357	LOC644357	0
284661	LOC284661	0
55966	AJAP1	0.078199
100616489	MIR4417	0
100287877	LOC100287877	0
100616421	MIR4689	0
261734	NPHP4	0.37489
8514	KCNAB2	1.9822
26038	CHD5	0.0079202
6146	RPL22	301.9445
388591	RNF207	2.4514
23463	ICMT	13.0062
148645	LINC00337	0.37055
390992	HES3	0
387509	GPR153	8.0446
11332	ACOT7	28.5434
100130071	LOC100130071	0
54626	HES2	2.5665
83715	ESPN	50.3385
100422975	MIR4252	0
8718	TNFRSF25	18.9854
57449	PLEKHG5	1.8195
79707	NOL9	2.7023
80835	TAS1R1	0.055682
3104	ZBTB48	11.644
9903	KLHL21	1.7319
148479	PHF13	2.502
90326	THAP3	18.6338
55735	DNAJC11	5.6043
100505887	LOC100505887	0
23261	CAMTA1	4.758
100270828	RPL37P9	0
100129476	LOC100129476	0
9341	VAMP3	46.7233
8863	PER3	3.8615
10911	UTS2	0.028855
3604	TNFRSF9	0.79316
11315	PARK7	34.9031
54206	ERRFI1	9.0913
390993	RPL7AP18	0
100129776	LOC100129776	0
50651	SLC45A1	0.48226
473	RERE	7.5554
100270823	RPL7P11	0
644896	RPL7P7	0
100128662	RPL27P3	0
100131143	RPL23AP19	0
2023	ENO1	203.4727
100505975	ENO1-AS1	0.34895
100113373	HMGN2P17	0
765	CA6	0
155184	SLC2A7	0.050562
6518	SLC2A5	19.6496
80045	GPR157	0.03069
727721	LOC727721	0.11865
407040	MIR34A	0
9563	H6PD	8.9992
80176	SPSB1	13.1297
100506022	LOC100506022	0
84275	SLC25A33	13.0193
642740	RPL9P11	0
199953	TMEM201	1.249
5293	PIK3CD	3.3261
644997	C1orf200	0.042685
100270883	RPL26P7	0
22883	CLSTN1	36.8137
645010	FLJ16126	0
56998	CTNNBIP1	9.2755
84328	LZIC	8.1924
64802	NMNAT1	7.1551
116362	RBP7	3.8604
10277	UBE4B	4.2725
100270877	RPL21P21	0
100420660	PGAM1P11	0
23095	KIF1B	2.1527
100422970	MIR1273D	0
100287506	LOC100287506	0
5226	PGD	39.8776
100526739	APITD1-CORT	0
378708	APITD1	3.2799
1325	CORT	1.4539
1676	DFFA	4.3529
5195	PEX14	7.195
54897	CASZ1	3.2227
148345	C1orf127	0.11148
390996	LOC390996	0
23435	TARDBP	18.869
10747	MASP2	0.4336
6723	SRM	32.8501
5394	EXOSC10	6.2753
100652764	LOC100652764	0
2475	MTOR	2.6604
10218	ANGPTL7	0.06954
100270891	RPL39P6	0
29914	UBIAD1	3.072
100421341	LOC100421341	0
57540	PTCHD2	0
26232	FBXO2	0.7679
93611	FBXO44	3.4918
26270	FBXO6	9.7042
10459	MAD2L2	10.5278
374946	C1orf187	0
57085	AGTRAP	22.9921
100506273	LOC100506273	0
284498	C1orf167	0
100506310	LOC100506310	0
4524	MTHFR	4.4129
1185	CLCN6	1.7456
100379251	NPPA-AS1	0
4878	NPPA	1.3522
4879	NPPB	0
390997	LOC390997	0
26829	RNU5E-1	0
90231	KIAA2013	49.9425
5351	PLOD1	15.8762
9927	MFN2	15.7059
60672	MIIP	19.8458
943	TNFRSF8	0.22911
7133	TNFRSF1B	17.6383
100616438	MIR4632	0
390998	LOC390998	0
55187	VPS13D	1.8761
677885	SNORA59A	0.70648
9249	DHRS3	40.169
343066	AADACL4	0.098813
126767	AADACL3	0
93190	C1orf158	0
390999	PRAMEF12	0
65121	PRAMEF1	0
440560	PRAMEF11	0
441870	LOC441870	0
343069	HNRNPCL1	1.8871
65122	PRAMEF2	0
400735	PRAMEF4	0
343071	PRAMEF10	0
441871	PRAMEF7	0
729356	LOC729356	0
440561	PRAMEF6	0
100129611	LOC100129611	0
653606	PRAMEF22	0
729368	PRAMEF23	0
100132865	LOC100132865	0
441873	PRAMEF25	0
649324	LOC649324	0
100419649	LOC100419649	0
440563	LOC440563	0.49925
645354	LOC645354	0
645359	LOC645359	0
401940	PRAMEF3	0
100132443	LOC100132443	0
343068	PRAMEF5	0
650236	LOC650236	0
391002	PRAMEF8	0
645382	LOC645382	0
343070	PRAMEF9	0
400736	PRAMEF13	0
391003	PRAMEF18	0
654348	PRAMEF16	0
391001	PRAMEF21	0
729516	PRAMEF24	0
645399	LOC645399	0
653619	PRAMEF15	0
729528	PRAMEF14	0
645414	PRAMEF19	0
391004	PRAMEF17	0
645425	PRAMEF20	0
126755	LRRC38	0.040784
10630	PDPN	3.1088
7799	PRDM2	2.0634
23254	KAZN	0.768
494541	TBCAP2	0
200197	C1orf126	0.46419
55092	TMEM51	9.1446
