Gene ID	Gene Symbol	CCFA_Risk_148
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0.26117
100287102.chr1.2	DDX11L1	0
653635	WASH7P	13.0943
100302278	MIR1302-2	0
645520	FAM138A	0.10166
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	1.3339
728481	RPL23AP21	0
100132287	LOC100132287	2.1703
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	1.795
100288069	LOC100288069	0.34605
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	0.85004
643837	LOC643837	1.9109
100506327	LOC100506327	0
284593	FAM41C	0.20747
388579	LOC388579	0
284600	LOC284600	0.043282
100130417	LOC100130417	0.7914
148398	SAMD11	5.716
26155	NOC2L	8.8597
339451	KLHL17	3.3291
84069	PLEKHN1	0.66987
84808	C1orf170	0.2585
57801	HES4	8.2627
100270829	RPL39P12	0
9636	ISG15	148.6971
375790	AGRN	6.799
100288175	LOC100288175	1.0983
401934	RNF223	0.11739
54991	C1orf159	4.5086
254099	LOC254099	0.8156
406984	MIR200B	2.1475
406983	MIR200A	0.71735
554210	MIR429	5.7561
100506376	TTLL10-AS1	0
254173	TTLL10	0.12551
8784	TNFRSF18	9.1075
7293	TNFRSF4	5.3552
51150	SDF4	35.0292
126792	B3GALT6	6.0381
388581	FAM132A	47.9887
118424	UBE2J2	20.4291
6339	SCNN1D	4.0763
116983	ACAP3	8.985
126789	PUSL1	5.9426
54973	CPSF3L	15.417
80772	GLTPD1	25.7046
83756	TAS1R3	0.25683
1855	DVL1	10.8056
54587	MXRA8	15.8553
54998	AURKAIP1	142.6512
81669	CCNL2	32.7348
148413	LOC148413	6.8951
55052	MRPL20	59.9006
441869	ANKRD65	1.295
643965	TMEM88B	0
64856	VWA1	8.9613
219293	ATAD3C	0.74091
83858	ATAD3B	6.4669
55210	ATAD3A	5.6111
339453	TMEM240	0.47164
29101	SSU72	32.7102
643988	C1orf233	3.9089
142678	MIB2	9.3937
8510	MMP23B	2.3443
728661	SLC35E2B	9.0803
984	CDK11B	4.0054
100287685	LOC100287685	0
100288379	LOC100288379	0
8511	MMP23A	2.2868
728642	CDK11A	10.6716
9906	SLC35E2	7.7324
100129381	LOC100129381	0
65220	NADK	12.5334
2782	GNB1	90.8605
163688	CALML6	0.11962
339456	TMEM52	2.3757
339457	C1orf222	0
85452	KIAA1751	0.17056
2563	GABRD	0
5590	PRKCZ	4.601
100506504	LOC100506504	0
199990	C1orf86	28.7461
6497	SKI	4.0617
79906	MORN1	0.43232
100129534	LOC100129534	0.87882
11079	RER1	74.1697
5192	PEX10	3.1724
9651	PLCH2	2.5743
55229	PANK4	5.292
388585	HES5	0.50423
115110	LOC115110	34.3734
100133445	LOC100133445	7.9571
8764	TNFRSF14	71.0075
100131742	LOC100131742	0
127281	FAM213B	35.006
79258	MMEL1	1.9458
100287898	TTC34	0
140625	ACTRT2	0
440556	FLJ42875	0.74278
63976	PRDM16	0.1811
100420339	LOC100420339	0
100422968	MIR4251	0
27237	ARHGEF16	22.8736
1953	MEGF6	1.5512
693135	MIR551A	0
