Gene ID	Gene Symbol	CCFA_Risk_076
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0.022363
100287102.chr1.2	DDX11L1	0
653635	WASH7P	14.0791
100302278	MIR1302-2	0
645520	FAM138A	0.051148
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	1.4706
728481	RPL23AP21	0
100132287	LOC100132287	2.2173
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	2.1142
100288069	LOC100288069	0.59293
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	0.84396
643837	LOC643837	2.9488
100506327	LOC100506327	0
284593	FAM41C	0.68409
388579	LOC388579	0
284600	LOC284600	0.058442
100130417	LOC100130417	2.1943
148398	SAMD11	5.6984
26155	NOC2L	12.769
339451	KLHL17	3.3228
84069	PLEKHN1	0.18507
84808	C1orf170	0.24957
57801	HES4	8.3875
100270829	RPL39P12	0
9636	ISG15	153.4776
375790	AGRN	6.8482
100288175	LOC100288175	0.68688
401934	RNF223	0
54991	C1orf159	5.6002
254099	LOC254099	0.54956
406984	MIR200B	0.3744
406983	MIR200A	0.2964
554210	MIR429	12.5558
100506376	TTLL10-AS1	0
254173	TTLL10	0.084739
8784	TNFRSF18	7.5709
7293	TNFRSF4	6.4046
51150	SDF4	44.7728
126792	B3GALT6	6.3377
388581	FAM132A	19.714
118424	UBE2J2	23.1251
6339	SCNN1D	2.6373
116983	ACAP3	9.7852
126789	PUSL1	6.9841
54973	CPSF3L	15.2228
80772	GLTPD1	29.0721
83756	TAS1R3	0.57959
1855	DVL1	13.266
54587	MXRA8	13.5024
54998	AURKAIP1	109.9965
81669	CCNL2	23.689
148413	LOC148413	9.4195
55052	MRPL20	54.4284
441869	ANKRD65	2.1938
643965	TMEM88B	0.083136
64856	VWA1	6.865
219293	ATAD3C	1.2
83858	ATAD3B	9.6068
55210	ATAD3A	11.3191
339453	TMEM240	0.39803
29101	SSU72	28.733
643988	C1orf233	4.0011
142678	MIB2	7.8482
8510	MMP23B	2.9644
728661	SLC35E2B	8.9697
984	CDK11B	7.5201
100287685	LOC100287685	0
100288379	LOC100288379	0
8511	MMP23A	3.5109
728642	CDK11A	21.4699
9906	SLC35E2	7.1415
100129381	LOC100129381	0
65220	NADK	23.5484
2782	GNB1	139.8411
163688	CALML6	0.16152
339456	TMEM52	0.94023
339457	C1orf222	0
85452	KIAA1751	0.052101
2563	GABRD	0.046192
5590	PRKCZ	9.7039
100506504	LOC100506504	0
199990	C1orf86	14.7734
6497	SKI	5.4844
79906	MORN1	0.43596
100129534	LOC100129534	0.61943
11079	RER1	70.5765
5192	PEX10	5.3688
9651	PLCH2	1.3273
55229	PANK4	8.0081
388585	HES5	0.23421
115110	LOC115110	21.7046
100133445	LOC100133445	3.9288
8764	TNFRSF14	46.2255
100131742	LOC100131742	0
127281	FAM213B	26.7698
79258	MMEL1	4.0732
100287898	TTC34	0.050095
140625	ACTRT2	0
440556	FLJ42875	0.43459
63976	PRDM16	0.16302
100420339	LOC100420339	0
100422968	MIR4251	0
27237	ARHGEF16	20.6344
1953	MEGF6	1.6798
693135	MIR551A	0
