Gene ID	Gene Symbol	CCFA_Risk_016
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0.015087
100287102.chr1.2	DDX11L1	0
653635	WASH7P	9.5698
100302278	MIR1302-2	0
645520	FAM138A	0.017838
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	3.4488
728481	RPL23AP21	0
100132287	LOC100132287	3.237
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0.0083717
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0.0083717
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	3.0803
100288069	LOC100288069	2.4059
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	1.1096
643837	LOC643837	2.2744
100506327	LOC100506327	0
284593	FAM41C	0.91931
388579	LOC388579	0
284600	LOC284600	0.11393
100130417	LOC100130417	2.3245
148398	SAMD11	4.6034
26155	NOC2L	12.1774
339451	KLHL17	2.6106
84069	PLEKHN1	0.37458
84808	C1orf170	0.19715
57801	HES4	4.5391
100270829	RPL39P12	0
9636	ISG15	66.8855
375790	AGRN	12.5558
100288175	LOC100288175	0.30561
401934	RNF223	0.089824
54991	C1orf159	3.2491
254099	LOC254099	0.31518
406984	MIR200B	6.6622
406983	MIR200A	4.9719
554210	MIR429	13.6724
100506376	TTLL10-AS1	0.057068
254173	TTLL10	0.032015
8784	TNFRSF18	4.7008
7293	TNFRSF4	4.562
51150	SDF4	43.4288
126792	B3GALT6	6.4974
388581	FAM132A	11.1817
118424	UBE2J2	17.4472
6339	SCNN1D	1.4344
116983	ACAP3	8.6838
126789	PUSL1	4.2945
54973	CPSF3L	12.6038
80772	GLTPD1	17.6537
83756	TAS1R3	0.55137
1855	DVL1	10.1497
54587	MXRA8	18.4495
54998	AURKAIP1	53.9758
81669	CCNL2	27.6325
148413	LOC148413	9.5441
55052	MRPL20	32.2298
441869	ANKRD65	1.4152
643965	TMEM88B	0
64856	VWA1	14.8394
219293	ATAD3C	1.2708
83858	ATAD3B	6.9168
55210	ATAD3A	6.3124
339453	TMEM240	0.3609
29101	SSU72	24.6203
643988	C1orf233	3.6666
142678	MIB2	7.326
8510	MMP23B	2.1825
728661	SLC35E2B	16.5141
984	CDK11B	2.1658
100287685	LOC100287685	0
100288379	LOC100288379	0
8511	MMP23A	2.3759
728642	CDK11A	17.9736
9906	SLC35E2	9.604
100129381	LOC100129381	0
65220	NADK	25.7264
2782	GNB1	139.7143
163688	CALML6	0.27461
339456	TMEM52	1.6746
339457	C1orf222	0
85452	KIAA1751	0.1553
2563	GABRD	0.36648
5590	PRKCZ	7.4716
100506504	LOC100506504	0
199990	C1orf86	7.8402
6497	SKI	11.3109
79906	MORN1	0.38052
100129534	LOC100129534	0.40349
11079	RER1	54.163
5192	PEX10	5.7739
9651	PLCH2	1.2378
55229	PANK4	5.9081
388585	HES5	0.23151
115110	LOC115110	22.0075
100133445	LOC100133445	10.6067
8764	TNFRSF14	40.38
100131742	LOC100131742	0
127281	FAM213B	29.9105
79258	MMEL1	1.0766
100287898	TTC34	0.056779
140625	ACTRT2	0
440556	FLJ42875	0.32956
63976	PRDM16	0.32335
100420339	LOC100420339	0
100422968	MIR4251	0
27237	ARHGEF16	18.4447
1953	MEGF6	1.7121
693135	MIR551A	0
127262	TPRG1L	41.3818
49856	WRAP73	4.6787
7161	TP73	0.24021
100506635	LOC100506635	0
57212	TP73-AS1	3.1121
148870	CCDC27	0
388588	LOC388588	0.23257
57470	LRRC47	17.9058
9731	CEP104	4.2265
1677	DFFB	2.9637
339448	C1orf174	9.9907
100133612	LOC100133612	0.67547
728716	LOC728716	0
644357	LOC644357	0
284661	LOC284661	0
55966	AJAP1	0.091151
100616489	MIR4417	0
100287877	LOC100287877	0
100616421	MIR4689	0
261734	NPHP4	1.4171
8514	KCNAB2	3.8747
26038	CHD5	0.28722
6146	RPL22	182.6192
388591	RNF207	3.8007
23463	ICMT	21.6608
148645	LINC00337	0.47992
390992	HES3	0
387509	GPR153	20.236
11332	ACOT7	34.6729
100130071	LOC100130071	0
54626	HES2	4.8484
83715	ESPN	17.3395
100422975	MIR4252	0
8718	TNFRSF25	13.0469
57449	PLEKHG5	3.1489
79707	NOL9	2.9071
80835	TAS1R1	0
3104	ZBTB48	6.729
9903	KLHL21	4.5336
148479	PHF13	4.0582
90326	THAP3	5.7271
55735	DNAJC11	16.3602
100505887	LOC100505887	0
23261	CAMTA1	3.3055
100270828	RPL37P9	0
100129476	LOC100129476	0
9341	VAMP3	66.7019
8863	PER3	7.7286
10911	UTS2	0.41276
3604	TNFRSF9	1.0834
11315	PARK7	39.2195
54206	ERRFI1	6.2695
390993	RPL7AP18	0
100129776	LOC100129776	0
50651	SLC45A1	0.48923
473	RERE	9.0776
100270823	RPL7P11	0
644896	RPL7P7	0
100128662	RPL27P3	0
100131143	RPL23AP19	0
2023	ENO1	186.2154
100505975	ENO1-AS1	0.90499
100113373	HMGN2P17	0
765	CA6	0
155184	SLC2A7	0.39291
6518	SLC2A5	29.7272
80045	GPR157	0.3156
727721	LOC727721	1.255
407040	MIR34A	0
9563	H6PD	12.3911
80176	SPSB1	8.3106
100506022	LOC100506022	0
84275	SLC25A33	8.5634
642740	RPL9P11	0
199953	TMEM201	1.4789
5293	PIK3CD	7.4798
644997	C1orf200	0.11057
100270883	RPL26P7	0
22883	CLSTN1	40.9206
645010	FLJ16126	0
56998	CTNNBIP1	13.1027
84328	LZIC	13.8131
64802	NMNAT1	8.5895
116362	RBP7	3.3594
10277	UBE4B	8.7889
100270877	RPL21P21	0
100420660	PGAM1P11	0
23095	KIF1B	3.3539
100422970	MIR1273D	0
100287506	LOC100287506	0
5226	PGD	58.9719
100526739	APITD1-CORT	0
378708	APITD1	4.9765
1325	CORT	1.3918
1676	DFFA	5.8953
5195	PEX14	5.1527
54897	CASZ1	4.7923
148345	C1orf127	0.33281
390996	LOC390996	0
23435	TARDBP	29.2859
10747	MASP2	0.3971
6723	SRM	23.9423
5394	EXOSC10	13.0943
100652764	LOC100652764	0
2475	MTOR	5.7675
10218	ANGPTL7	0.22516
100270891	RPL39P6	0
29914	UBIAD1	4.7556
100421341	LOC100421341	0
57540	PTCHD2	0.034315
26232	FBXO2	1.6579
93611	FBXO44	3.7284
26270	FBXO6	15.8591
10459	MAD2L2	7.0454
374946	C1orf187	0.056843
57085	AGTRAP	14.6528
100506273	LOC100506273	0
284498	C1orf167	0
100506310	LOC100506310	0
4524	MTHFR	5.8557
1185	CLCN6	3.2689
100379251	NPPA-AS1	1.9271
4878	NPPA	1.8443
4879	NPPB	0
390997	LOC390997	0
26829	RNU5E-1	0
90231	KIAA2013	49.4993
5351	PLOD1	27.3097
9927	MFN2	31.2768
60672	MIIP	9.9137
943	TNFRSF8	0.45859
7133	TNFRSF1B	34.5041
100616438	MIR4632	0
