Gene ID	Gene Symbol	CCFA_Risk_137
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0
100287102.chr1.2	DDX11L1	0
653635	WASH7P	8.2097
100302278	MIR1302-2	0
645520	FAM138A	0.028771
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	6.5584
728481	RPL23AP21	0
100132287	LOC100132287	4.431
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0.034623
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0.034623
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	4.1675
100288069	LOC100288069	3.7449
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	0.98742
643837	LOC643837	3.002
100506327	LOC100506327	0
284593	FAM41C	0.51453
388579	LOC388579	0
284600	LOC284600	0.064103
100130417	LOC100130417	3.2983
148398	SAMD11	4.809
26155	NOC2L	10.296
339451	KLHL17	3.3614
84069	PLEKHN1	0.7886
84808	C1orf170	0.24843
57801	HES4	4.2827
100270829	RPL39P12	0
9636	ISG15	64.7286
375790	AGRN	15.7752
100288175	LOC100288175	0.10603
401934	RNF223	0.34771
54991	C1orf159	3.4943
254099	LOC254099	0.26443
406984	MIR200B	0.68444
406983	MIR200A	0
554210	MIR429	3.1962
100506376	TTLL10-AS1	0
254173	TTLL10	0.082619
8784	TNFRSF18	5.8369
7293	TNFRSF4	6.1278
51150	SDF4	37.0512
126792	B3GALT6	6.7304
388581	FAM132A	6.0309
118424	UBE2J2	15.894
6339	SCNN1D	1.2741
116983	ACAP3	7.5174
126789	PUSL1	4.7218
54973	CPSF3L	11.3095
80772	GLTPD1	14.995
83756	TAS1R3	1.8991
1855	DVL1	11.2551
54587	MXRA8	20.4674
54998	AURKAIP1	54.4607
81669	CCNL2	26.0069
148413	LOC148413	7.6857
55052	MRPL20	31.3016
441869	ANKRD65	2.255
643965	TMEM88B	0
64856	VWA1	17.0823
219293	ATAD3C	0.9695
83858	ATAD3B	5.5778
55210	ATAD3A	5.3225
339453	TMEM240	0.33879
29101	SSU72	21.2983
643988	C1orf233	2.241
142678	MIB2	4.819
8510	MMP23B	1.6385
728661	SLC35E2B	11.6061
984	CDK11B	2.1531
100287685	LOC100287685	0
100288379	LOC100288379	0
8511	MMP23A	1.5971
728642	CDK11A	18.0559
9906	SLC35E2	8.9986
100129381	LOC100129381	0
65220	NADK	27.4016
2782	GNB1	127.0486
163688	CALML6	0.26103
339456	TMEM52	0.61387
339457	C1orf222	0
85452	KIAA1751	0.16499
2563	GABRD	0.20266
5590	PRKCZ	4.4845
100506504	LOC100506504	0
199990	C1orf86	7.3735
6497	SKI	9.4487
79906	MORN1	0.60725
100129534	LOC100129534	0.49171
11079	RER1	46.5688
5192	PEX10	4.5826
9651	PLCH2	1.2943
55229	PANK4	7.1529
388585	HES5	0.049787
115110	LOC115110	12.7298
100133445	LOC100133445	8.4026
8764	TNFRSF14	39.5626
100131742	LOC100131742	0
127281	FAM213B	21.6428
79258	MMEL1	0.68735
100287898	TTC34	0.036632
140625	ACTRT2	0
440556	FLJ42875	0.34294
63976	PRDM16	0.29057
100420339	LOC100420339	0
100422968	MIR4251	0
27237	ARHGEF16	12.9742
1953	MEGF6	2.155
693135	MIR551A	0
127262	TPRG1L	27.9118
49856	WRAP73	3.9697
7161	TP73	0.29127
100506635	LOC100506635	0
57212	TP73-AS1	2.9527
148870	CCDC27	0
388588	LOC388588	0.86933
57470	LRRC47	15.0517
9731	CEP104	4.1963
1677	DFFB	2.7911
339448	C1orf174	7.4107
100133612	LOC100133612	0.51176
728716	LOC728716	0
644357	LOC644357	0
284661	LOC284661	0
55966	AJAP1	0.22308
100616489	MIR4417	0
100287877	LOC100287877	0
100616421	MIR4689	0
261734	NPHP4	1.4027
8514	KCNAB2	8.5951
26038	CHD5	0.026472
6146	RPL22	172.4969
388591	RNF207	2.2069
23463	ICMT	20.1607
148645	LINC00337	0.20642
390992	HES3	0
387509	GPR153	11.9224
11332	ACOT7	26.7209
100130071	LOC100130071	0
54626	HES2	1.3668
83715	ESPN	8.652
100422975	MIR4252	0
8718	TNFRSF25	10.7871
57449	PLEKHG5	2.7493
79707	NOL9	2.3124
80835	TAS1R1	0.046527
3104	ZBTB48	5.1892
9903	KLHL21	5.0193
148479	PHF13	3.384
90326	THAP3	4.3463
55735	DNAJC11	15.9189
100505887	LOC100505887	0
23261	CAMTA1	2.061
100270828	RPL37P9	0
100129476	LOC100129476	0
9341	VAMP3	53.3011
8863	PER3	6.5032
10911	UTS2	0.23703
3604	TNFRSF9	1.0602
11315	PARK7	42.1728
54206	ERRFI1	26.7641
390993	RPL7AP18	0
100129776	LOC100129776	0
50651	SLC45A1	0.44715
473	RERE	10.3945
100270823	RPL7P11	0
644896	RPL7P7	0
100128662	RPL27P3	0
100131143	RPL23AP19	0
2023	ENO1	233.6334
100505975	ENO1-AS1	0
100113373	HMGN2P17	0
765	CA6	0.013311
155184	SLC2A7	0
6518	SLC2A5	8.1433
80045	GPR157	0.28927
727721	LOC727721	2.082
407040	MIR34A	0
9563	H6PD	12.2724
80176	SPSB1	8.95
100506022	LOC100506022	0
84275	SLC25A33	6.2418
642740	RPL9P11	0
199953	TMEM201	1.4507
5293	PIK3CD	9.9939
644997	C1orf200	0.16906
100270883	RPL26P7	0
22883	CLSTN1	36.6619
645010	FLJ16126	0
56998	CTNNBIP1	8.4917
84328	LZIC	13.1435
64802	NMNAT1	6.1887
116362	RBP7	3.0717
10277	UBE4B	8.2004
100270877	RPL21P21	0
100420660	PGAM1P11	0
23095	KIF1B	3.3197
100422970	MIR1273D	0
100287506	LOC100287506	0
5226	PGD	74.1265
100526739	APITD1-CORT	0
378708	APITD1	4.9366
1325	CORT	0.31692
1676	DFFA	6.0908
5195	PEX14	4.1262
54897	CASZ1	3.4521
148345	C1orf127	0.14951
390996	LOC390996	0
23435	TARDBP	29.2959
10747	MASP2	0.46906
6723	SRM	29.1682
5394	EXOSC10	15.0441
100652764	LOC100652764	0
2475	MTOR	7.0714
10218	ANGPTL7	0.14527
100270891	RPL39P6	0
29914	UBIAD1	4.7315
100421341	LOC100421341	0
57540	PTCHD2	0.066416
26232	FBXO2	1.3619
93611	FBXO44	4.4495
26270	FBXO6	26.1587
10459	MAD2L2	8.7166
374946	C1orf187	0
57085	AGTRAP	20.4228
100506273	LOC100506273	0
284498	C1orf167	0
100506310	LOC100506310	0.015711
4524	MTHFR	7.4262
1185	CLCN6	3.571
100379251	NPPA-AS1	0.51688
4878	NPPA	0.66478
4879	NPPB	0
390997	LOC390997	0
26829	RNU5E-1	0
90231	KIAA2013	36.4984
5351	PLOD1	31.2357
9927	MFN2	28.6231
60672	MIIP	11.0013
943	TNFRSF8	0.78318
7133	TNFRSF1B	47.6446
100616438	MIR4632	0
390998	LOC390998	0
55187	VPS13D	3.2684
677885	SNORA59A	1.0609
9249	DHRS3	15.5279
343066	AADACL4	0
126767	AADACL3	0
93190	C1orf158	0
390999	PRAMEF12	0
65121	PRAMEF1	0
440560	PRAMEF11	0
441870	LOC441870	0
343069	HNRNPCL1	3.5878
65122	PRAMEF2	0
400735	PRAMEF4	0
343071	PRAMEF10	0
441871	PRAMEF7	0
729356	LOC729356	0
440561	PRAMEF6	0
100129611	LOC100129611	0
653606	PRAMEF22	0
729368	PRAMEF23	0
100132865	LOC100132865	0
441873	PRAMEF25	0
649324	LOC649324	0
100419649	LOC100419649	0
440563	LOC440563	1.1437
645354	LOC645354	0
645359	LOC645359	0
401940	PRAMEF3	0
100132443	LOC100132443	0
343068	PRAMEF5	0
650236	LOC650236	0
391002	PRAMEF8	0
645382	LOC645382	0
343070	PRAMEF9	0
400736	PRAMEF13	0
391003	PRAMEF18	0
654348	PRAMEF16	0
391001	PRAMEF21	0
729516	PRAMEF24	0
645399	LOC645399	0
653619	PRAMEF15	0
729528	PRAMEF14	0
645414	PRAMEF19	0
391004	PRAMEF17	0
645425	PRAMEF20	0
126755	LRRC38	0.034078
10630	PDPN	14.6271
7799	PRDM2	3.7477
23254	KAZN	1.4632
494541	TBCAP2	0
200197	C1orf126	0.59895
