Gene ID	Gene Symbol	CCFA_Risk_040
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0
100287102.chr1.2	DDX11L1	0
653635	WASH7P	6.4617
100302278	MIR1302-2	0
645520	FAM138A	0
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	3.836
728481	RPL23AP21	0
100132287	LOC100132287	3.1017
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	2.9262
100288069	LOC100288069	2.6388
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	0.9772
643837	LOC643837	2.2508
100506327	LOC100506327	0
284593	FAM41C	1.148
388579	LOC388579	0
284600	LOC284600	0.036776
100130417	LOC100130417	0.99727
148398	SAMD11	3.9051
26155	NOC2L	9.1121
339451	KLHL17	1.9516
84069	PLEKHN1	0.33713
84808	C1orf170	0.073216
57801	HES4	3.7964
100270829	RPL39P12	0
9636	ISG15	50.7462
375790	AGRN	14.446
100288175	LOC100288175	0.22623
401934	RNF223	0.19948
54991	C1orf159	3.1434
254099	LOC254099	0.078849
406984	MIR200B	1.178
406983	MIR200A	0
554210	MIR429	5.582
100506376	TTLL10-AS1	0
254173	TTLL10	0
8784	TNFRSF18	4.2507
7293	TNFRSF4	4.6937
51150	SDF4	39.9888
126792	B3GALT6	5.1306
388581	FAM132A	9.425
118424	UBE2J2	15.3721
6339	SCNN1D	1.2669
116983	ACAP3	5.5236
126789	PUSL1	3.822
54973	CPSF3L	10.0706
80772	GLTPD1	17.9118
83756	TAS1R3	1.0784
1855	DVL1	9.7719
54587	MXRA8	21.3339
54998	AURKAIP1	54.5516
81669	CCNL2	16.2196
148413	LOC148413	9.4516
55052	MRPL20	26.8936
441869	ANKRD65	2.2709
643965	TMEM88B	0.45492
64856	VWA1	12.4646
219293	ATAD3C	1.2521
83858	ATAD3B	4.3552
55210	ATAD3A	5.3286
339453	TMEM240	0.13826
29101	SSU72	25.3213
643988	C1orf233	2.6786
142678	MIB2	5.0672
8510	MMP23B	3.032
728661	SLC35E2B	18.7933
984	CDK11B	2.9651
100287685	LOC100287685	0
100288379	LOC100288379	0
8511	MMP23A	2.7886
728642	CDK11A	18.5304
9906	SLC35E2	14.1696
100129381	LOC100129381	0
65220	NADK	22.8608
2782	GNB1	137.0355
163688	CALML6	0.10368
339456	TMEM52	0.65929
339457	C1orf222	0.040606
85452	KIAA1751	0.1865
2563	GABRD	0.11627
5590	PRKCZ	7.1446
100506504	LOC100506504	0
199990	C1orf86	6.5244
6497	SKI	12.8441
79906	MORN1	0.38401
100129534	LOC100129534	0.64717
11079	RER1	50.2064
5192	PEX10	5.104
9651	PLCH2	0.76722
55229	PANK4	6.7248
388585	HES5	0.08569
115110	LOC115110	10.7182
100133445	LOC100133445	6.2184
8764	TNFRSF14	29.6222
100131742	LOC100131742	0
127281	FAM213B	26.3166
79258	MMEL1	2.2346
100287898	TTC34	0.063048
140625	ACTRT2	0
440556	FLJ42875	0.19675
63976	PRDM16	0.40625
100420339	LOC100420339	0
100422968	MIR4251	0
27237	ARHGEF16	15.2172
1953	MEGF6	1.1257
693135	MIR551A	0
127262	TPRG1L	42.1903
49856	WRAP73	3.8584
7161	TP73	0.20164
100506635	LOC100506635	0
57212	TP73-AS1	2.6442
148870	CCDC27	0
388588	LOC388588	0.40993
57470	LRRC47	16.7134
9731	CEP104	4.813
1677	DFFB	3.1224
339448	C1orf174	10.7218
100133612	LOC100133612	0.82744
728716	LOC728716	0
644357	LOC644357	0
284661	LOC284661	0
55966	AJAP1	0.16869
100616489	MIR4417	0
100287877	LOC100287877	0
100616421	MIR4689	0
261734	NPHP4	0.90014
8514	KCNAB2	5.5248
26038	CHD5	0.022781
6146	RPL22	173.3879
388591	RNF207	1.8285
23463	ICMT	21.2809
148645	LINC00337	0.17764
390992	HES3	0
387509	GPR153	14.6893
11332	ACOT7	34.8841
100130071	LOC100130071	0
54626	HES2	2.8208
83715	ESPN	19.9866
100422975	MIR4252	0
8718	TNFRSF25	9.2449
57449	PLEKHG5	2.7764
79707	NOL9	3.3212
80835	TAS1R1	0.04004
3104	ZBTB48	6.4967
9903	KLHL21	4.6834
148479	PHF13	3.5067
90326	THAP3	6.1788
55735	DNAJC11	15.2031
100505887	LOC100505887	0
23261	CAMTA1	2.7028
100270828	RPL37P9	0
100129476	LOC100129476	0
9341	VAMP3	54.5768
8863	PER3	4.238
10911	UTS2	0.47131
3604	TNFRSF9	0.84955
11315	PARK7	36.1197
54206	ERRFI1	9.1412
390993	RPL7AP18	0
100129776	LOC100129776	0
50651	SLC45A1	0.58853
473	RERE	13.5773
100270823	RPL7P11	0
644896	RPL7P7	0
100128662	RPL27P3	0
100131143	RPL23AP19	0
2023	ENO1	161.136
100505975	ENO1-AS1	0
100113373	HMGN2P17	0
765	CA6	0
155184	SLC2A7	0
6518	SLC2A5	22.7791
80045	GPR157	0.35442
727721	LOC727721	1.2798
407040	MIR34A	0
9563	H6PD	14.0558
80176	SPSB1	8.7314
100506022	LOC100506022	0
84275	SLC25A33	6.3485
642740	RPL9P11	0
199953	TMEM201	1.7791
5293	PIK3CD	8.6999
644997	C1orf200	0.12278
100270883	RPL26P7	0
22883	CLSTN1	38.0529
645010	FLJ16126	0
56998	CTNNBIP1	9.0717
84328	LZIC	14.1391
64802	NMNAT1	7.9094
116362	RBP7	1.1088
10277	UBE4B	10.2456
100270877	RPL21P21	0
100420660	PGAM1P11	0
23095	KIF1B	4.0853
100422970	MIR1273D	0
100287506	LOC100287506	0
5226	PGD	67.1302
100526739	APITD1-CORT	0
378708	APITD1	4.5991
1325	CORT	0.54546
1676	DFFA	6.0832
5195	PEX14	4.8173
54897	CASZ1	4.7702
148345	C1orf127	0.080165
390996	LOC390996	0
23435	TARDBP	28.353
10747	MASP2	0.69269
6723	SRM	28.731
5394	EXOSC10	13.0436
100652764	LOC100652764	0
2475	MTOR	6.1995
10218	ANGPTL7	0.25002
100270891	RPL39P6	0
29914	UBIAD1	5.0542
100421341	LOC100421341	0
57540	PTCHD2	0.11431
26232	FBXO2	4.1564
93611	FBXO44	3.7306
26270	FBXO6	28.3721
10459	MAD2L2	9.1643
374946	C1orf187	0.032822
57085	AGTRAP	19.3728
100506273	LOC100506273	0
284498	C1orf167	0
100506310	LOC100506310	0.12469
4524	MTHFR	7.2907
1185	CLCN6	3.2864
100379251	NPPA-AS1	0.45051
4878	NPPA	0.52353
4879	NPPB	0
390997	LOC390997	0
26829	RNU5E-1	0
90231	KIAA2013	49.8557
5351	PLOD1	29.2478
9927	MFN2	33.3717
60672	MIIP	9.0647
943	TNFRSF8	0.53918
7133	TNFRSF1B	35.2867
100616438	MIR4632	0
390998	LOC390998	0
55187	VPS13D	3.3637
677885	SNORA59A	0
9249	DHRS3	24.3644
343066	AADACL4	0
126767	AADACL3	0
93190	C1orf158	0
390999	PRAMEF12	0
65121	PRAMEF1	0
440560	PRAMEF11	0
441870	LOC441870	0
343069	HNRNPCL1	3.3912
65122	PRAMEF2	0
400735	PRAMEF4	0
343071	PRAMEF10	0
441871	PRAMEF7	0
729356	LOC729356	0
440561	PRAMEF6	0
100129611	LOC100129611	0
653606	PRAMEF22	0
729368	PRAMEF23	0
100132865	LOC100132865	0
441873	PRAMEF25	0
649324	LOC649324	0
100419649	LOC100419649	0
440563	LOC440563	1.4683
645354	LOC645354	0
645359	LOC645359	0
401940	PRAMEF3	0
100132443	LOC100132443	0
343068	PRAMEF5	0
650236	LOC650236	0
391002	PRAMEF8	0
645382	LOC645382	0
343070	PRAMEF9	0
400736	PRAMEF13	0
391003	PRAMEF18	0
654348	PRAMEF16	0
391001	PRAMEF21	0
729516	PRAMEF24	0
645399	LOC645399	0
653619	PRAMEF15	0
729528	PRAMEF14	0
645414	PRAMEF19	0
391004	PRAMEF17	0
645425	PRAMEF20	0
126755	LRRC38	0
10630	PDPN	6.7253
7799	PRDM2	4.0696
23254	KAZN	1.0356
494541	TBCAP2	0
200197	C1orf126	0.50727
55092	TMEM51	13.6513
