Gene ID	Gene Symbol	CCFA_Risk_025
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0
100287102.chr1.2	DDX11L1	0
653635	WASH7P	6.3486
100302278	MIR1302-2	0
645520	FAM138A	0
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	2.2157
728481	RPL23AP21	0
100132287	LOC100132287	1.9902
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	2.0561
100288069	LOC100288069	1.7669
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	0.77551
643837	LOC643837	2.9763
100506327	LOC100506327	0
284593	FAM41C	0.92105
388579	LOC388579	0
284600	LOC284600	0.0046942
100130417	LOC100130417	0.54489
148398	SAMD11	1.4068
26155	NOC2L	10.1121
339451	KLHL17	0.77225
84069	PLEKHN1	0.43033
84808	C1orf170	0.2056
57801	HES4	3.0429
100270829	RPL39P12	0
9636	ISG15	44.8223
375790	AGRN	11.2805
100288175	LOC100288175	0
401934	RNF223	1.1204
54991	C1orf159	3.4492
254099	LOC254099	0.19423
406984	MIR200B	1.8856
406983	MIR200A	0
554210	MIR429	5.793
100506376	TTLL10-AS1	0.044488
254173	TTLL10	0.14375
8784	TNFRSF18	2.0377
7293	TNFRSF4	2.6329
51150	SDF4	34.5502
126792	B3GALT6	3.0953
388581	FAM132A	2.998
118424	UBE2J2	15.5482
6339	SCNN1D	0.19262
116983	ACAP3	3.9077
126789	PUSL1	3.9033
54973	CPSF3L	9.9602
80772	GLTPD1	30.9532
83756	TAS1R3	0.30702
1855	DVL1	6.6845
54587	MXRA8	5.9584
54998	AURKAIP1	63.7388
81669	CCNL2	14.4652
148413	LOC148413	6.1629
55052	MRPL20	22.6836
441869	ANKRD65	0.96773
643965	TMEM88B	0
64856	VWA1	11.9816
219293	ATAD3C	1.1942
83858	ATAD3B	5.0929
55210	ATAD3A	5.9968
339453	TMEM240	0
29101	SSU72	23.911
643988	C1orf233	2.5574
142678	MIB2	3.8955
8510	MMP23B	1.9587
728661	SLC35E2B	12.0855
984	CDK11B	2.4286
100287685	LOC100287685	0
100288379	LOC100288379	0
8511	MMP23A	1.4785
728642	CDK11A	12.6853
9906	SLC35E2	6.8515
100129381	LOC100129381	0
65220	NADK	28.6605
2782	GNB1	112.3233
163688	CALML6	0
339456	TMEM52	1.1868
339457	C1orf222	0.057014
85452	KIAA1751	0.11977
2563	GABRD	0.32651
5590	PRKCZ	6.3832
100506504	LOC100506504	0
199990	C1orf86	5.6449
6497	SKI	11.2257
79906	MORN1	0.59589
100129534	LOC100129534	0.94362
11079	RER1	51.0973
5192	PEX10	4.3832
9651	PLCH2	0.37112
55229	PANK4	7.0215
388585	HES5	1.5641
115110	LOC115110	5.5274
100133445	LOC100133445	4.0825
8764	TNFRSF14	19.9298
100131742	LOC100131742	0
127281	FAM213B	25.444
79258	MMEL1	0.37002
100287898	TTC34	0
140625	ACTRT2	0
440556	FLJ42875	0
63976	PRDM16	0.018005
100420339	LOC100420339	0
100422968	MIR4251	0
27237	ARHGEF16	16.1358
1953	MEGF6	0.70435
693135	MIR551A	0
127262	TPRG1L	47.8017
49856	WRAP73	2.5662
7161	TP73	0.093558
100506635	LOC100506635	0
57212	TP73-AS1	1.4622
148870	CCDC27	0
388588	LOC388588	0.86335
57470	LRRC47	16.1335
9731	CEP104	5.1168
1677	DFFB	2.3244
339448	C1orf174	8.5923
100133612	LOC100133612	0.78418
728716	LOC728716	0
644357	LOC644357	0
284661	LOC284661	0
55966	AJAP1	0.23686
100616489	MIR4417	0
100287877	LOC100287877	0
100616421	MIR4689	0
261734	NPHP4	1.0888
8514	KCNAB2	2.7088
26038	CHD5	0.015993
6146	RPL22	172.0145
388591	RNF207	0.84605
23463	ICMT	15.2618
148645	LINC00337	0
390992	HES3	0
387509	GPR153	5.3614
11332	ACOT7	24.8409
100130071	LOC100130071	0
54626	HES2	5.1827
83715	ESPN	16.3266
100422975	MIR4252	0
8718	TNFRSF25	11.4944
57449	PLEKHG5	2.232
79707	NOL9	3.1942
80835	TAS1R1	0.056218
3104	ZBTB48	5.6014
9903	KLHL21	3.3741
148479	PHF13	3.5999
90326	THAP3	4.3704
55735	DNAJC11	24.1009
100505887	LOC100505887	0
23261	CAMTA1	3.3096
100270828	RPL37P9	0
100129476	LOC100129476	0
9341	VAMP3	70.4002
8863	PER3	6.6352
10911	UTS2	0.15996
3604	TNFRSF9	0.61019
11315	PARK7	31.8168
54206	ERRFI1	13.6252
390993	RPL7AP18	0
100129776	LOC100129776	0
50651	SLC45A1	0.12713
473	RERE	16.9753
100270823	RPL7P11	0
644896	RPL7P7	0
100128662	RPL27P3	0
100131143	RPL23AP19	0
2023	ENO1	197.0911
100505975	ENO1-AS1	0.0035231
100113373	HMGN2P17	0
765	CA6	0
155184	SLC2A7	0
6518	SLC2A5	2.9838
80045	GPR157	0.30986
727721	LOC727721	0.31945
407040	MIR34A	0
9563	H6PD	10.0929
80176	SPSB1	9.7179
100506022	LOC100506022	0
84275	SLC25A33	11.8843
642740	RPL9P11	0
199953	TMEM201	1.7332
5293	PIK3CD	6.5217
644997	C1orf200	0
100270883	RPL26P7	0
22883	CLSTN1	75.0033
645010	FLJ16126	0
56998	CTNNBIP1	7.1351
84328	LZIC	16.0473
64802	NMNAT1	9.0348
116362	RBP7	1.9867
10277	UBE4B	10.2411
100270877	RPL21P21	0
100420660	PGAM1P11	0
23095	KIF1B	5.846
100422970	MIR1273D	0
100287506	LOC100287506	0
5226	PGD	46.0733
100526739	APITD1-CORT	0
378708	APITD1	4.3646
1325	CORT	1.1488
1676	DFFA	4.9661
5195	PEX14	3.564
54897	CASZ1	6.0776
148345	C1orf127	0.11256
390996	LOC390996	0
23435	TARDBP	30.3448
10747	MASP2	0.68612
6723	SRM	22.7117
5394	EXOSC10	15.8201
100652764	LOC100652764	0
2475	MTOR	8.9095
10218	ANGPTL7	0.07021
100270891	RPL39P6	0
29914	UBIAD1	4.9701
100421341	LOC100421341	0
57540	PTCHD2	0.0535
26232	FBXO2	0.36593
93611	FBXO44	2.1695
26270	FBXO6	13.2029
10459	MAD2L2	5.1301
374946	C1orf187	0
57085	AGTRAP	9.7642
100506273	LOC100506273	0
284498	C1orf167	0
100506310	LOC100506310	0
4524	MTHFR	5.8223
1185	CLCN6	2.3136
100379251	NPPA-AS1	0.49412
4878	NPPA	0.64398
4879	NPPB	0
390997	LOC390997	0
26829	RNU5E-1	0
90231	KIAA2013	36.1649
5351	PLOD1	15.3564
9927	MFN2	27.2904
60672	MIIP	7.573
943	TNFRSF8	0.21029
7133	TNFRSF1B	19.8187
100616438	MIR4632	0
390998	LOC390998	0
55187	VPS13D	4.7593
677885	SNORA59A	0.51688
9249	DHRS3	20.8552
343066	AADACL4	0.099765
126767	AADACL3	0
93190	C1orf158	0
390999	PRAMEF12	0
65121	PRAMEF1	0
440560	PRAMEF11	0
441870	LOC441870	0
343069	HNRNPCL1	2.7899
65122	PRAMEF2	0
400735	PRAMEF4	0
343071	PRAMEF10	0
441871	PRAMEF7	0
729356	LOC729356	0
440561	PRAMEF6	0
100129611	LOC100129611	0
653606	PRAMEF22	0
729368	PRAMEF23	0
100132865	LOC100132865	0
441873	PRAMEF25	0
649324	LOC649324	0
100419649	LOC100419649	0
440563	LOC440563	0.89485
645354	LOC645354	0
645359	LOC645359	0
401940	PRAMEF3	0
100132443	LOC100132443	0
343068	PRAMEF5	0
650236	LOC650236	0
391002	PRAMEF8	0
645382	LOC645382	0
343070	PRAMEF9	0
400736	PRAMEF13	0
391003	PRAMEF18	0
654348	PRAMEF16	0
391001	PRAMEF21	0
729516	PRAMEF24	0
645399	LOC645399	0
653619	PRAMEF15	0
729528	PRAMEF14	0
645414	PRAMEF19	0
391004	PRAMEF17	0
645425	PRAMEF20	0
126755	LRRC38	0
10630	PDPN	2.6898
7799	PRDM2	3.9337
23254	KAZN	1.3879
494541	TBCAP2	0
200197	C1orf126	0.43386
55092	TMEM51	12.1464
100420251	LOC100420251	0
