Gene ID	Gene Symbol	CCFA_Risk_151
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0.025679
100287102.chr1.2	DDX11L1	0
653635	WASH7P	18.6954
100302278	MIR1302-2	0
645520	FAM138A	0.037951
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	0.16169
728481	RPL23AP21	0
100132287	LOC100132287	0.48823
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	0.3986
100288069	LOC100288069	0.18768
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	0.19537
643837	LOC643837	1.2889
100506327	LOC100506327	0
284593	FAM41C	0.21067
388579	LOC388579	0
284600	LOC284600	0.25367
100130417	LOC100130417	0.63065
148398	SAMD11	4.9059
26155	NOC2L	14.0936
339451	KLHL17	3.0499
84069	PLEKHN1	0
84808	C1orf170	0.084169
57801	HES4	4.7008
100270829	RPL39P12	0
9636	ISG15	288.599
375790	AGRN	7.3519
100288175	LOC100288175	0
401934	RNF223	0
54991	C1orf159	2.2605
254099	LOC254099	0
406984	MIR200B	0
406983	MIR200A	0
554210	MIR429	2.3099
100506376	TTLL10-AS1	0
254173	TTLL10	0
8784	TNFRSF18	9.0835
7293	TNFRSF4	1.0113
51150	SDF4	41.0614
126792	B3GALT6	7.6238
388581	FAM132A	66.1366
118424	UBE2J2	22.0216
6339	SCNN1D	4.7313
116983	ACAP3	9.5537
126789	PUSL1	11.7114
54973	CPSF3L	15.0552
80772	GLTPD1	24.874
83756	TAS1R3	0
1855	DVL1	10.1149
54587	MXRA8	6.8548
54998	AURKAIP1	314.8426
81669	CCNL2	18.913
148413	LOC148413	5.237
55052	MRPL20	87.999
441869	ANKRD65	1.2013
643965	TMEM88B	0
64856	VWA1	4.6391
219293	ATAD3C	0.68788
83858	ATAD3B	5.6708
55210	ATAD3A	8.5036
339453	TMEM240	0.23035
29101	SSU72	62.2613
643988	C1orf233	3.2025
142678	MIB2	7.0791
8510	MMP23B	2.6649
728661	SLC35E2B	7.2598
984	CDK11B	0.30824
100287685	LOC100287685	0
100288379	LOC100288379	0
8511	MMP23A	3.0543
728642	CDK11A	11.8689
9906	SLC35E2	8.6316
100129381	LOC100129381	0
65220	NADK	12.7834
2782	GNB1	125.6364
163688	CALML6	0.2337
339456	TMEM52	3.4981
339457	C1orf222	0
85452	KIAA1751	0.2525
2563	GABRD	0.13367
5590	PRKCZ	3.5511
100506504	LOC100506504	0
199990	C1orf86	70.8924
6497	SKI	4.193
79906	MORN1	0.58828
100129534	LOC100129534	1.1446
11079	RER1	69.6017
5192	PEX10	0.47872
9651	PLCH2	1.2154
55229	PANK4	2.5283
388585	HES5	0.78807
115110	LOC115110	25.4243
100133445	LOC100133445	6.4297
8764	TNFRSF14	49.9558
100131742	LOC100131742	0
127281	FAM213B	42.314
79258	MMEL1	1.6104
100287898	TTC34	0
140625	ACTRT2	0
440556	FLJ42875	0
63976	PRDM16	0.029484
100420339	LOC100420339	0
100422968	MIR4251	0
27237	ARHGEF16	9.0106
1953	MEGF6	0.85681
693135	MIR551A	0
127262	TPRG1L	94.5637
49856	WRAP73	3.3462
7161	TP73	0.28201
100506635	LOC100506635	0
57212	TP73-AS1	1.0571
148870	CCDC27	0
388588	LOC388588	2.8183
57470	LRRC47	33.6549
9731	CEP104	2.6004
1677	DFFB	1.7166
339448	C1orf174	4.3875
100133612	LOC100133612	1.1588
728716	LOC728716	0
644357	LOC644357	0
284661	LOC284661	0
55966	AJAP1	0
100616489	MIR4417	0
100287877	LOC100287877	0
100616421	MIR4689	0
