Gene ID	Gene Symbol	CCFA_Risk_208
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0.0082785
100287102.chr1.2	DDX11L1	0
653635	WASH7P	13.7635
100302278	MIR1302-2	0
645520	FAM138A	0.041966
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	8.9168
728481	RPL23AP21	0
100132287	LOC100132287	8.0655
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	6.7618
100288069	LOC100288069	6.1546
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	1.7091
643837	LOC643837	4.0145
100506327	LOC100506327	0
284593	FAM41C	1.3195
388579	LOC388579	0
284600	LOC284600	0.13143
100130417	LOC100130417	2.1223
148398	SAMD11	6.3937
26155	NOC2L	12.0456
339451	KLHL17	5.512
84069	PLEKHN1	1.4871
84808	C1orf170	0.47098
57801	HES4	6.4944
100270829	RPL39P12	0
9636	ISG15	64.2543
375790	AGRN	13.9955
100288175	LOC100288175	0.58212
401934	RNF223	0.42774
54991	C1orf159	4.7115
254099	LOC254099	0.57939
406984	MIR200B	2.9132
406983	MIR200A	3.1284
554210	MIR429	12.6438
100506376	TTLL10-AS1	0.045293
254173	TTLL10	0.124
8784	TNFRSF18	9.4406
7293	TNFRSF4	12.2489
51150	SDF4	36.5683
126792	B3GALT6	7.019
388581	FAM132A	7.103
118424	UBE2J2	18.844
6339	SCNN1D	2.2351
116983	ACAP3	11.9539
126789	PUSL1	3.9808
54973	CPSF3L	14.9818
80772	GLTPD1	15.1462
83756	TAS1R3	1.8148
1855	DVL1	12.3793
54587	MXRA8	21.7861
54998	AURKAIP1	52.0149
81669	CCNL2	35.5743
148413	LOC148413	10.3911
55052	MRPL20	29.4723
441869	ANKRD65	4.1074
643965	TMEM88B	0.48773
64856	VWA1	12.7472
219293	ATAD3C	1.7026
83858	ATAD3B	8.8134
55210	ATAD3A	5.9961
339453	TMEM240	0.28644
29101	SSU72	20.9146
643988	C1orf233	1.9145
142678	MIB2	8.4482
8510	MMP23B	1.989
728661	SLC35E2B	14.4387
984	CDK11B	2.0411
100287685	LOC100287685	0
100288379	LOC100288379	0
