Gene ID	Gene Symbol	CCFA_Risk_210
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0
100287102.chr1.2	DDX11L1	0
653635	WASH7P	6.7073
100302278	MIR1302-2	0
645520	FAM138A	0.022824
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	6.9127
728481	RPL23AP21	0
100132287	LOC100132287	5.9209
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	4.6968
100288069	LOC100288069	3.87
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	0.58749
643837	LOC643837	2.427
100506327	LOC100506327	0
284593	FAM41C	0.55332
388579	LOC388579	0
284600	LOC284600	0.0024216
100130417	LOC100130417	0.61981
148398	SAMD11	5.1309
26155	NOC2L	9.2006
339451	KLHL17	2.3347
84069	PLEKHN1	0.84759
84808	C1orf170	0.33747
57801	HES4	3.0572
100270829	RPL39P12	0
9636	ISG15	80.393
375790	AGRN	18.0912
100288175	LOC100288175	0.086665
401934	RNF223	0
54991	C1orf159	3.1833
254099	LOC254099	0.25504
406984	MIR200B	0
406983	MIR200A	1.7652
554210	MIR429	5.4938
100506376	TTLL10-AS1	0.029208
254173	TTLL10	0.15927
8784	TNFRSF18	5.393
7293	TNFRSF4	7.0983
51150	SDF4	38.8115
126792	B3GALT6	6.7248
388581	FAM132A	7.9089
118424	UBE2J2	16.7156
6339	SCNN1D	1.1698
116983	ACAP3	6.2896
126789	PUSL1	5.1648
54973	CPSF3L	10.3714
80772	GLTPD1	16.5588
83756	TAS1R3	1.5214
1855	DVL1	11.5008
54587	MXRA8	19.3154
54998	AURKAIP1	55.4534
81669	CCNL2	18.5739
148413	LOC148413	8.4309
55052	MRPL20	27.3616
441869	ANKRD65	2.5659
643965	TMEM88B	0
64856	VWA1	19.7691
219293	ATAD3C	1.464
83858	ATAD3B	4.5286
55210	ATAD3A	5.372
339453	TMEM240	0.18471
29101	SSU72	21.2339
643988	C1orf233	2.0247
142678	MIB2	4.7368
8510	MMP23B	1.467
728661	SLC35E2B	11.8906
984	CDK11B	1.8055
100287685	LOC100287685	0
100288379	LOC100288379	0
8511	MMP23A	1.1286
728642	CDK11A	13.8495
9906	SLC35E2	10.588
100129381	LOC100129381	0
65220	NADK	27.8355
2782	GNB1	124.7665
163688	CALML6	0.0937
339456	TMEM52	0.54542
339457	C1orf222	0
85452	KIAA1751	0.10817
2563	GABRD	0.26796
5590	PRKCZ	5.0865
100506504	LOC100506504	0
199990	C1orf86	9.978
6497	SKI	11.9841
79906	MORN1	0.73538
100129534	LOC100129534	0.55069
11079	RER1	48.7951
5192	PEX10	4.0918
9651	PLCH2	0.64974
55229	PANK4	7.1019
388585	HES5	0.078992
115110	LOC115110	14.328
100133445	LOC100133445	8.2129
8764	TNFRSF14	34.5117
100131742	LOC100131742	0
127281	FAM213B	24.0932
79258	MMEL1	0.65835
100287898	TTC34	0
140625	ACTRT2	0
440556	FLJ42875	0.18137
63976	PRDM16	0.30735
100420339	LOC100420339	0
100422968	MIR4251	0
27237	ARHGEF16	13.2755
1953	MEGF6	1.4111
693135	MIR551A	0
127262	TPRG1L	32.0499
49856	WRAP73	3.978
7161	TP73	0.48246
100506635	LOC100506635	0
57212	TP73-AS1	2.9715
148870	CCDC27	0
388588	LOC388588	0.5895
57470	LRRC47	15.8111
9731	CEP104	5.1965
1677	DFFB	2.4897
339448	C1orf174	8.3992
100133612	LOC100133612	0.75643
728716	LOC728716	0
644357	LOC644357	0
284661	LOC284661	0
55966	AJAP1	0.15551
100616489	MIR4417	0
100287877	LOC100287877	0
100616421	MIR4689	0
261734	NPHP4	1.0776
8514	KCNAB2	5.894
26038	CHD5	0.021
6146	RPL22	161.3751
388591	RNF207	1.2826
23463	ICMT	19.6593
148645	LINC00337	0.16375
390992	HES3	0
387509	GPR153	9.3878
11332	ACOT7	32.1013
100130071	LOC100130071	0
54626	HES2	2.72
83715	ESPN	9.4046
100422975	MIR4252	0
8718	TNFRSF25	7.8965
57449	PLEKHG5	1.9908
79707	NOL9	2.7596
80835	TAS1R1	0.11073
3104	ZBTB48	5.1525
9903	KLHL21	5.2067
148479	PHF13	4.5341
90326	THAP3	5.4609
55735	DNAJC11	14.6056
100505887	LOC100505887	0
23261	CAMTA1	2.3828
100270828	RPL37P9	0
100129476	LOC100129476	0
9341	VAMP3	56.5241
8863	PER3	6.3564
10911	UTS2	2.101
3604	TNFRSF9	1.1146
11315	PARK7	40.9273
54206	ERRFI1	14.1722
390993	RPL7AP18	0
100129776	LOC100129776	0
50651	SLC45A1	0.50079
473	RERE	9.6625
100270823	RPL7P11	0
644896	RPL7P7	0
100128662	RPL27P3	0
100131143	RPL23AP19	0
2023	ENO1	188.8287
100505975	ENO1-AS1	0.23131
100113373	HMGN2P17	0
765	CA6	0.091823
155184	SLC2A7	0.067033
6518	SLC2A5	13.3245
80045	GPR157	0.3491
727721	LOC727721	1.3989
407040	MIR34A	0
9563	H6PD	12.9927
80176	SPSB1	8.8014
100506022	LOC100506022	0
84275	SLC25A33	6.5623
642740	RPL9P11	0
199953	TMEM201	1.3931
5293	PIK3CD	10.0359
644997	C1orf200	0.33954
100270883	RPL26P7	0
22883	CLSTN1	39.0035
645010	FLJ16126	0
56998	CTNNBIP1	11.154
84328	LZIC	13.4742
64802	NMNAT1	6.9569
116362	RBP7	1.366
10277	UBE4B	9.194
100270877	RPL21P21	0
100420660	PGAM1P11	0
23095	KIF1B	3.9353
100422970	MIR1273D	0
100287506	LOC100287506	0
5226	PGD	70.6058
100526739	APITD1-CORT	0
378708	APITD1	4.7288
1325	CORT	0.60842
1676	DFFA	6.2775
5195	PEX14	3.6693
54897	CASZ1	4.1232
148345	C1orf127	0.3695
390996	LOC390996	0
23435	TARDBP	28.1513
10747	MASP2	0.35896
6723	SRM	29.2424
5394	EXOSC10	12.9447
100652764	LOC100652764	0
2475	MTOR	6.4046
10218	ANGPTL7	0.046096
100270891	RPL39P6	0
29914	UBIAD1	4.9728
100421341	LOC100421341	0
57540	PTCHD2	0.035125
26232	FBXO2	1.0898
93611	FBXO44	4.024
26270	FBXO6	27.0758
10459	MAD2L2	8.3398
374946	C1orf187	0.058186
57085	AGTRAP	19.6928
100506273	LOC100506273	0
284498	C1orf167	0
100506310	LOC100506310	0.061004
4524	MTHFR	7.1125
1185	CLCN6	3.3735
100379251	NPPA-AS1	0.1628
4878	NPPA	0.78761
4879	NPPB	0
390997	LOC390997	0
26829	RNU5E-1	0
90231	KIAA2013	42.6783
5351	PLOD1	34.4325
9927	MFN2	23.2725
60672	MIIP	10.6829
943	TNFRSF8	0.55227
7133	TNFRSF1B	41.1571
100616438	MIR4632	0.85792
390998	LOC390998	0
55187	VPS13D	3.6094
677885	SNORA59A	0.38686
9249	DHRS3	21.5948
343066	AADACL4	0
126767	AADACL3	0
93190	C1orf158	0
390999	PRAMEF12	0
65121	PRAMEF1	0
440560	PRAMEF11	0
441870	LOC441870	0
343069	HNRNPCL1	3.8075
65122	PRAMEF2	0
400735	PRAMEF4	0
343071	PRAMEF10	0
441871	PRAMEF7	0
729356	LOC729356	0
440561	PRAMEF6	0
100129611	LOC100129611	0
653606	PRAMEF22	0
729368	PRAMEF23	0
100132865	LOC100132865	0
441873	PRAMEF25	0
649324	LOC649324	0
100419649	LOC100419649	0
440563	LOC440563	1.0404
645354	LOC645354	0
645359	LOC645359	0
401940	PRAMEF3	0
100132443	LOC100132443	0
343068	PRAMEF5	0
650236	LOC650236	0
391002	PRAMEF8	0
645382	LOC645382	0
343070	PRAMEF9	0
400736	PRAMEF13	0
391003	PRAMEF18	0
654348	PRAMEF16	0
391001	PRAMEF21	0
729516	PRAMEF24	0
645399	LOC645399	0
653619	PRAMEF15	0
729528	PRAMEF14	0
645414	PRAMEF19	0
391004	PRAMEF17	0
645425	PRAMEF20	0
126755	LRRC38	0
10630	PDPN	12.7998
7799	PRDM2	3.1571
23254	KAZN	1.2011
494541	TBCAP2	0
200197	C1orf126	0.41221
55092	TMEM51	13.1549
