Gene ID	Gene Symbol	CCFA_Risk_051
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0.03933
100287102.chr1.2	DDX11L1	0
653635	WASH7P	16.8227
100302278	MIR1302-2	0
645520	FAM138A	0.024911
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	8.4778
728481	RPL23AP21	0
100132287	LOC100132287	6.5726
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	6.4889
100288069	LOC100288069	6.5601
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	2.3443
643837	LOC643837	3.734
100506327	LOC100506327	0
284593	FAM41C	0.94051
388579	LOC388579	0
284600	LOC284600	0.074004
100130417	LOC100130417	2.5834
148398	SAMD11	6.2179
26155	NOC2L	11.6915
339451	KLHL17	4.9622
84069	PLEKHN1	0.9013
84808	C1orf170	0.36833
57801	HES4	3.9546
100270829	RPL39P12	0
9636	ISG15	55.3856
375790	AGRN	10.7977
100288175	LOC100288175	0.55274
401934	RNF223	0.10035
54991	C1orf159	3.7869
254099	LOC254099	0.6959
406984	MIR200B	1.683
406983	MIR200A	2.1268
554210	MIR429	12.3992
100506376	TTLL10-AS1	0
254173	TTLL10	0.17884
8784	TNFRSF18	9.7606
7293	TNFRSF4	13.6943
51150	SDF4	35.4373
126792	B3GALT6	7.864
388581	FAM132A	8.4809
118424	UBE2J2	17.7895
6339	SCNN1D	4.3189
116983	ACAP3	12.3927
126789	PUSL1	3.8469
54973	CPSF3L	16.8848
80772	GLTPD1	13.4007
83756	TAS1R3	1.3948
1855	DVL1	11.868
54587	MXRA8	20.1193
54998	AURKAIP1	41.9822
81669	CCNL2	50.1507
148413	LOC148413	8.3396
55052	MRPL20	28.6387
441869	ANKRD65	4.3595
643965	TMEM88B	0
64856	VWA1	10.1248
219293	ATAD3C	1.462
83858	ATAD3B	8.2872
55210	ATAD3A	5.1274
339453	TMEM240	0.60482
29101	SSU72	23.0256
643988	C1orf233	1.6709
142678	MIB2	9.3745
8510	MMP23B	2.9244
728661	SLC35E2B	22.73
984	CDK11B	2.0895
100287685	LOC100287685	0
100288379	LOC100288379	0
8511	MMP23A	3.0477
728642	CDK11A	20.9032
9906	SLC35E2	17.5158
100129381	LOC100129381	0
65220	NADK	30.5704
2782	GNB1	104.4927
163688	CALML6	0.54611
339456	TMEM52	1.2756
339457	C1orf222	0
85452	KIAA1751	0.17902
2563	GABRD	0.058492
5590	PRKCZ	5.4675
100506504	LOC100506504	0
199990	C1orf86	8.7046
6497	SKI	15.6997
79906	MORN1	0.64645
100129534	LOC100129534	0.91761
11079	RER1	44.7097
5192	PEX10	4.8648
9651	PLCH2	4.9514
55229	PANK4	9.9351
388585	HES5	0.046556
115110	LOC115110	24.9929
100133445	LOC100133445	17.2133
8764	TNFRSF14	58.0348
100131742	LOC100131742	0
127281	FAM213B	20.5393
79258	MMEL1	1.5621
100287898	TTC34	0.25374
140625	ACTRT2	0
440556	FLJ42875	0.59387
63976	PRDM16	0.41287
100420339	LOC100420339	0
100422968	MIR4251	0
27237	ARHGEF16	13.3367
1953	MEGF6	5.2134
693135	MIR551A	0
127262	TPRG1L	27.7433
49856	WRAP73	5.5449
7161	TP73	0.25266
100506635	LOC100506635	0
57212	TP73-AS1	7.0137
148870	CCDC27	0
388588	LOC388588	1.0311
57470	LRRC47	19.9453
9731	CEP104	6.3913
1677	DFFB	4.5718
339448	C1orf174	12.2552
100133612	LOC100133612	0.67409
728716	LOC728716	0
644357	LOC644357	0
284661	LOC284661	0
55966	AJAP1	0.033945
100616489	MIR4417	0
100287877	LOC100287877	0
100616421	MIR4689	0
261734	NPHP4	1.4861
8514	KCNAB2	14.0324
26038	CHD5	0.022921
6146	RPL22	214.2732
388591	RNF207	9.9236
23463	ICMT	16.4105
148645	LINC00337	0.089363
390992	HES3	0
387509	GPR153	7.6291
11332	ACOT7	25.4363
100130071	LOC100130071	0
54626	HES2	2.4187
83715	ESPN	9.0028
100422975	MIR4252	0
8718	TNFRSF25	32.1929
57449	PLEKHG5	4.6651
79707	NOL9	4.5815
80835	TAS1R1	0.08057
3104	ZBTB48	9.7238
9903	KLHL21	6.9358
148479	PHF13	5.377
90326	THAP3	6.5641
55735	DNAJC11	13.136
100505887	LOC100505887	0
23261	CAMTA1	2.4424
100270828	RPL37P9	0
100129476	LOC100129476	0
9341	VAMP3	43.5855
8863	PER3	3.584
10911	UTS2	0.43197
3604	TNFRSF9	2.6374
11315	PARK7	38.7426
54206	ERRFI1	9.8656
390993	RPL7AP18	0
100129776	LOC100129776	0
50651	SLC45A1	0.64224
473	RERE	16.0447
100270823	RPL7P11	0
644896	RPL7P7	0
100128662	RPL27P3	0
100131143	RPL23AP19	0
2023	ENO1	128.4406
100505975	ENO1-AS1	0.19692
100113373	HMGN2P17	0
765	CA6	0.15534
155184	SLC2A7	0.073162
6518	SLC2A5	22.6451
80045	GPR157	0.69765
727721	LOC727721	2.8684
407040	MIR34A	0
9563	H6PD	15.5201
80176	SPSB1	10.3562
