Gene ID	Gene Symbol	CCFA_Risk_108
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0.019159
100287102.chr1.2	DDX11L1	0
653635	WASH7P	14.2274
100302278	MIR1302-2	0
645520	FAM138A	0.037997
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	2.0148
728481	RPL23AP21	0
100132287	LOC100132287	2.6432
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	2.5464
100288069	LOC100288069	0.5603
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	1.3481
643837	LOC643837	2.4443
100506327	LOC100506327	0
284593	FAM41C	1.1428
388579	LOC388579	0
284600	LOC284600	0
100130417	LOC100130417	2.0439
148398	SAMD11	6.1282
26155	NOC2L	11.3269
339451	KLHL17	2.2226
84069	PLEKHN1	0.32797
84808	C1orf170	0.091104
57801	HES4	6.2423
100270829	RPL39P12	0
9636	ISG15	144.4188
375790	AGRN	11.7194
100288175	LOC100288175	0.36877
401934	RNF223	0.062055
54991	C1orf159	4.2092
254099	LOC254099	0.39504
406984	MIR200B	0.64496
406983	MIR200A	0.7891
554210	MIR429	10.4523
100506376	TTLL10-AS1	0
254173	TTLL10	0.13271
8784	TNFRSF18	6.6426
7293	TNFRSF4	4.8703
51150	SDF4	51.5173
126792	B3GALT6	5.4614
388581	FAM132A	28.1122
118424	UBE2J2	21.4523
6339	SCNN1D	2.8452
116983	ACAP3	8.947
126789	PUSL1	5.1933
54973	CPSF3L	13.534
80772	GLTPD1	28.0937
83756	TAS1R3	0.45873
1855	DVL1	14.6606
54587	MXRA8	17.6634
54998	AURKAIP1	89.6134
81669	CCNL2	23.8975
148413	LOC148413	9.348
55052	MRPL20	33.8083
441869	ANKRD65	1.3817
643965	TMEM88B	0
64856	VWA1	8.168
219293	ATAD3C	0.99073
83858	ATAD3B	6.7239
