Gene ID	Gene Symbol	CCFA_Risk_058
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0.014647
100287102.chr1.2	DDX11L1	0
653635	WASH7P	9.3458
100302278	MIR1302-2	0
645520	FAM138A	0.015311
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	4.2571
728481	RPL23AP21	0
100132287	LOC100132287	3.7747
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0.014786
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0.014786
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	3.6351
100288069	LOC100288069	2.3628
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	1.3286
643837	LOC643837	2.4683
100506327	LOC100506327	0
284593	FAM41C	0.76297
388579	LOC388579	0
284600	LOC284600	0.063175
100130417	LOC100130417	1.4914
148398	SAMD11	4.3987
26155	NOC2L	6.994
339451	KLHL17	2.1568
84069	PLEKHN1	0.30085
84808	C1orf170	0.15092
57801	HES4	6.1155
100270829	RPL39P12	0
9636	ISG15	69.0992
375790	AGRN	13.1053
100288175	LOC100288175	0.19172
401934	RNF223	0.1028
54991	C1orf159	2.9172
254099	LOC254099	0.40824
406984	MIR200B	1.1251
406983	MIR200A	2.3411
554210	MIR429	8.1065
100506376	TTLL10-AS1	0.054428
254173	TTLL10	0.043969
8784	TNFRSF18	5.4758
7293	TNFRSF4	3.7464
51150	SDF4	42.6426
126792	B3GALT6	4.5857
388581	FAM132A	16.8877
118424	UBE2J2	16.1344
6339	SCNN1D	1.8029
116983	ACAP3	7.1182
126789	PUSL1	3.9202
54973	CPSF3L	10.5879
80772	GLTPD1	21.5741
83756	TAS1R3	0.87534
1855	DVL1	14.1335
54587	MXRA8	13.1556
54998	AURKAIP1	54.0512
81669	CCNL2	23.5927
148413	LOC148413	9.0196
55052	MRPL20	26.2448
441869	ANKRD65	1.8435
643965	TMEM88B	0
64856	VWA1	11.7762
219293	ATAD3C	1.0396
83858	ATAD3B	4.4052
55210	ATAD3A	3.9918
339453	TMEM240	0.29051
29101	SSU72	19.4413
643988	C1orf233	2.2638
142678	MIB2	6.4085
8510	MMP23B	2.2057
728661	SLC35E2B	17.2904
984	CDK11B	2.5937
100287685	LOC100287685	0
100288379	LOC100288379	0
8511	MMP23A	2.0712
728642	CDK11A	19.2773
9906	SLC35E2	10.5471
100129381	LOC100129381	0
65220	NADK	23.5597
2782	GNB1	141.4038
163688	CALML6	0.20464
339456	TMEM52	0.61796
339457	C1orf222	0.013951
85452	KIAA1751	0.17043
2563	GABRD	0.11984
5590	PRKCZ	9.1915
100506504	LOC100506504	0
199990	C1orf86	6.5946
6497	SKI	9.4545
79906	MORN1	0.44233
100129534	LOC100129534	0.94513
11079	RER1	54.6122
5192	PEX10	4.5509
9651	PLCH2	0.92588
55229	PANK4	6.5068
388585	HES5	0.088319
115110	LOC115110	16.4314
100133445	LOC100133445	8.7685
8764	TNFRSF14	33.2927
100131742	LOC100131742	0
127281	FAM213B	26.6089
79258	MMEL1	1.8897
100287898	TTC34	0
140625	ACTRT2	0
440556	FLJ42875	0.31067
63976	PRDM16	0.45898
100420339	LOC100420339	0
100422968	MIR4251	0
27237	ARHGEF16	22.3225
1953	MEGF6	1.4069
693135	MIR551A	0
127262	TPRG1L	41.5249
49856	WRAP73	4.9727
7161	TP73	0.064999
100506635	LOC100506635	0
57212	TP73-AS1	2.4656
148870	CCDC27	0
388588	LOC388588	0.94923
57470	LRRC47	16.2816
9731	CEP104	4.7966
1677	DFFB	3.1393
339448	C1orf174	7.7383
100133612	LOC100133612	1.0185
728716	LOC728716	0
644357	LOC644357	0
284661	LOC284661	0
55966	AJAP1	0.09273
100616489	MIR4417	0
100287877	LOC100287877	0
100616421	MIR4689	0
261734	NPHP4	1.0314
8514	KCNAB2	4.5905
26038	CHD5	0.027393
6146	RPL22	134.5973
388591	RNF207	1.548
23463	ICMT	22.0739
148645	LINC00337	0.18309
390992	HES3	0
387509	GPR153	11.8123
11332	ACOT7	24.2033
100130071	LOC100130071	0
54626	HES2	1.5864
83715	ESPN	27.0653
100422975	MIR4252	0
8718	TNFRSF25	13.3812
57449	PLEKHG5	3.7727
79707	NOL9	2.858
80835	TAS1R1	0.06878
3104	ZBTB48	8.1538
9903	KLHL21	3.8763
148479	PHF13	3.3409
90326	THAP3	4.9989
55735	DNAJC11	12.3093
100505887	LOC100505887	0
23261	CAMTA1	2.5472
100270828	RPL37P9	0
100129476	LOC100129476	0
9341	VAMP3	57.5627
8863	PER3	4.0195
10911	UTS2	1.0131
3604	TNFRSF9	0.49616
11315	PARK7	30.9353
54206	ERRFI1	21.7752
390993	RPL7AP18	0
100129776	LOC100129776	0
50651	SLC45A1	0.38884
473	RERE	11.2579
100270823	RPL7P11	0
644896	RPL7P7	0
100128662	RPL27P3	0
100131143	RPL23AP19	0
2023	ENO1	119.8757
100505975	ENO1-AS1	0.17261
100113373	HMGN2P17	0
765	CA6	0
155184	SLC2A7	0
6518	SLC2A5	15.3671
80045	GPR157	0.259
727721	LOC727721	0.53848
407040	MIR34A	0
9563	H6PD	11.8966
80176	SPSB1	10.4587
100506022	LOC100506022	0
84275	SLC25A33	5.448
642740	RPL9P11	0
199953	TMEM201	1.1835
5293	PIK3CD	5.4527
644997	C1orf200	0.095329
100270883	RPL26P7	0
22883	CLSTN1	31.0488
645010	FLJ16126	0
56998	CTNNBIP1	6.5132
84328	LZIC	17.3675
64802	NMNAT1	8.296
116362	RBP7	1.6793
10277	UBE4B	8.063
100270877	RPL21P21	0
100420660	PGAM1P11	0
23095	KIF1B	4.2034
100422970	MIR1273D	0
100287506	LOC100287506	0
5226	PGD	41.2949
100526739	APITD1-CORT	0
378708	APITD1	4.3146
1325	CORT	0.47006
1676	DFFA	5.2484
5195	PEX14	5.226
54897	CASZ1	7.7524
148345	C1orf127	0.1848
390996	LOC390996	0
23435	TARDBP	26.6686
10747	MASP2	0.73957
6723	SRM	18.5977
5394	EXOSC10	11.5916
100652764	LOC100652764	0
2475	MTOR	5.0704
10218	ANGPTL7	0.25563
100270891	RPL39P6	0
29914	UBIAD1	3.5143
100421341	LOC100421341	0
57540	PTCHD2	0.019636
26232	FBXO2	0.90702
93611	FBXO44	2.579
26270	FBXO6	13.8453
10459	MAD2L2	6.7237
374946	C1orf187	0
57085	AGTRAP	9.6361
100506273	LOC100506273	0
284498	C1orf167	0
100506310	LOC100506310	0.021049
4524	MTHFR	6.9131
1185	CLCN6	3.8617
100379251	NPPA-AS1	2.0655
4878	NPPA	1.0011
4879	NPPB	0
390997	LOC390997	0
26829	RNU5E-1	0
90231	KIAA2013	63.2998
5351	PLOD1	29.7992
9927	MFN2	35.1025
60672	MIIP	9.3898
943	TNFRSF8	0.29845
7133	TNFRSF1B	29.2917
100616438	MIR4632	0
