Gene ID	Gene Symbol	CCFA_Risk_164
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0
100287102.chr1.2	DDX11L1	0
653635	WASH7P	15.1774
100302278	MIR1302-2	0
645520	FAM138A	0.041943
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0
100420257	LOC100420257	0
729737	LOC729737	11.7656
728481	RPL23AP21	0
100132287	LOC100132287	7.4333
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0.027283
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0.027283
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	6.758
100288069	LOC100288069	7.7831
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	2.4218
643837	LOC643837	4.7723
100506327	LOC100506327	0
284593	FAM41C	1.2643
388579	LOC388579	0
284600	LOC284600	0.22984
100130417	LOC100130417	2.2143
148398	SAMD11	5.9388
26155	NOC2L	13.8368
339451	KLHL17	6.2591
84069	PLEKHN1	0.69159
84808	C1orf170	0.20113
57801	HES4	5.5825
100270829	RPL39P12	0
9636	ISG15	45.2372
375790	AGRN	12.6487
100288175	LOC100288175	0.68053
401934	RNF223	0.2055
54991	C1orf159	3.4282
254099	LOC254099	0.39711
406984	MIR200B	4.1584
406983	MIR200A	3.8599
554210	MIR429	5.4078
100506376	TTLL10-AS1	0.0078337
254173	TTLL10	0.067384
8784	TNFRSF18	5.6879
7293	TNFRSF4	5.5367
51150	SDF4	42.0788
126792	B3GALT6	6.0561
388581	FAM132A	7.9082
118424	UBE2J2	18.2154
6339	SCNN1D	3.803
116983	ACAP3	13.5494
126789	PUSL1	3.9152
54973	CPSF3L	18.4214
80772	GLTPD1	16.1152
83756	TAS1R3	1.617
1855	DVL1	14.575
54587	MXRA8	17.7448
54998	AURKAIP1	46.9676
81669	CCNL2	44.8627
148413	LOC148413	12.6092
55052	MRPL20	30.382
441869	ANKRD65	4.1409
643965	TMEM88B	0.15621
64856	VWA1	6.4171
219293	ATAD3C	1.8602
83858	ATAD3B	9.3187
55210	ATAD3A	6.4749
339453	TMEM240	0.44862
29101	SSU72	20.5752
643988	C1orf233	2.5018
142678	MIB2	11.9867
8510	MMP23B	3.4011
728661	SLC35E2B	19.3216
984	CDK11B	4.4093
100287685	LOC100287685	0
100288379	LOC100288379	0
8511	MMP23A	2.3143
728642	CDK11A	26.1377
9906	SLC35E2	22.1367
100129381	LOC100129381	0
65220	NADK	32.5632
2782	GNB1	136.5534
163688	CALML6	0.16893
339456	TMEM52	0.8034
339457	C1orf222	0.055774
85452	KIAA1751	0.22583
2563	GABRD	0.079852
5590	PRKCZ	9.0885
100506504	LOC100506504	0
199990	C1orf86	9.6135
6497	SKI	14.9968
79906	MORN1	1.0029
100129534	LOC100129534	1.626
11079	RER1	50.0446
5192	PEX10	5.2251
9651	PLCH2	4.2378
55229	PANK4	10.7722
388585	HES5	0.52964
115110	LOC115110	22.5017
100133445	LOC100133445	16.3032
8764	TNFRSF14	48.5804
100131742	LOC100131742	0
127281	FAM213B	28.3423
79258	MMEL1	3.4806
100287898	TTC34	0.0433
140625	ACTRT2	0
440556	FLJ42875	0.23241
63976	PRDM16	0.23743
100420339	LOC100420339	0
100422968	MIR4251	0
27237	ARHGEF16	17.1051
1953	MEGF6	5.0554
693135	MIR551A	0
127262	TPRG1L	40.302
49856	WRAP73	6.6165
7161	TP73	0.40331
100506635	LOC100506635	0
57212	TP73-AS1	7.3703
148870	CCDC27	0
388588	LOC388588	1.7793
57470	LRRC47	21.1154
9731	CEP104	7.643
1677	DFFB	5.1081
339448	C1orf174	13.4083
100133612	LOC100133612	1.9064
728716	LOC728716	0
644357	LOC644357	0
284661	LOC284661	0
55966	AJAP1	0.046341
100616489	MIR4417	0
100287877	LOC100287877	0
100616421	MIR4689	0
261734	NPHP4	1.6768
8514	KCNAB2	9.6872
26038	CHD5	0.068057
6146	RPL22	221.768
388591	RNF207	7.9759
23463	ICMT	22.1081
148645	LINC00337	0.24399
390992	HES3	0
387509	GPR153	10.3755
11332	ACOT7	24.3183
100130071	LOC100130071	0
54626	HES2	2.7315
83715	ESPN	13.5205
100422975	MIR4252	0
8718	TNFRSF25	21.5074
57449	PLEKHG5	4.3422
79707	NOL9	5.7939
80835	TAS1R1	0.10999
3104	ZBTB48	11.9899
9903	KLHL21	5.6109
148479	PHF13	4.4188
90326	THAP3	6.6742
55735	DNAJC11	15.7842
100505887	LOC100505887	0
23261	CAMTA1	2.0857
100270828	RPL37P9	0
100129476	LOC100129476	0
9341	VAMP3	41.8967
8863	PER3	7.5082
10911	UTS2	4.5509
3604	TNFRSF9	2.3322
11315	PARK7	43.4864
54206	ERRFI1	4.9295
390993	RPL7AP18	0
100129776	LOC100129776	0
50651	SLC45A1	0.49746
473	RERE	18.8329
100270823	RPL7P11	0
644896	RPL7P7	0
100128662	RPL27P3	0
100131143	RPL23AP19	0
2023	ENO1	128.5624
100505975	ENO1-AS1	0
100113373	HMGN2P17	0
765	CA6	0.066356
155184	SLC2A7	0.071913
6518	SLC2A5	29.7533
80045	GPR157	0.59685
727721	LOC727721	1.3672
407040	MIR34A	0
9563	H6PD	13.5502
80176	SPSB1	10.311
100506022	LOC100506022	0
84275	SLC25A33	6.5799
642740	RPL9P11	0
199953	TMEM201	2.1412
5293	PIK3CD	26.2201
644997	C1orf200	0.37775
100270883	RPL26P7	0
22883	CLSTN1	32.7913
645010	FLJ16126	0
56998	CTNNBIP1	6.2102
84328	LZIC	15.3084
64802	NMNAT1	8.5069
116362	RBP7	2.3852
10277	UBE4B	11.0348
100270877	RPL21P21	0
100420660	PGAM1P11	0
23095	KIF1B	4.2102
100422970	MIR1273D	0
100287506	LOC100287506	0
5226	PGD	37.5223
100526739	APITD1-CORT	0
378708	APITD1	4.8992
1325	CORT	0.93485
1676	DFFA	7.855
5195	PEX14	5.0469
54897	CASZ1	5.909
148345	C1orf127	0.54119
390996	LOC390996	0
23435	TARDBP	45.1121
10747	MASP2	2.029
6723	SRM	21.5393
5394	EXOSC10	19.8325
100652764	LOC100652764	0
2475	MTOR	8.2454
10218	ANGPTL7	0.24039
100270891	RPL39P6	0
29914	UBIAD1	6.7574
100421341	LOC100421341	0
57540	PTCHD2	0.086356
26232	FBXO2	1.2961
93611	FBXO44	8.4684
26270	FBXO6	11.102
10459	MAD2L2	9.442
374946	C1orf187	0.043349
57085	AGTRAP	10.4472
100506273	LOC100506273	0
284498	C1orf167	0
100506310	LOC100506310	0.044627
4524	MTHFR	8.2296
1185	CLCN6	6.9054
100379251	NPPA-AS1	1.3278
4878	NPPA	0.81968
4879	NPPB	0
390997	LOC390997	0
26829	RNU5E-1	0
90231	KIAA2013	46.3733
5351	PLOD1	19.034
9927	MFN2	26.3907
60672	MIIP	13.9171
943	TNFRSF8	0.67888
7133	TNFRSF1B	32.7788
100616438	MIR4632	1.0297
390998	LOC390998	0
55187	VPS13D	4.877
677885	SNORA59A	1.0568
9249	DHRS3	18.4242
343066	AADACL4	0
126767	AADACL3	0
93190	C1orf158	0
390999	PRAMEF12	0
65121	PRAMEF1	0
440560	PRAMEF11	0
441870	LOC441870	0
343069	HNRNPCL1	5.9123
65122	PRAMEF2	0
400735	PRAMEF4	0
343071	PRAMEF10	0
441871	PRAMEF7	0
729356	LOC729356	0
440561	PRAMEF6	0
100129611	LOC100129611	0
653606	PRAMEF22	0.066439
729368	PRAMEF23	0
100132865	LOC100132865	0
441873	PRAMEF25	0
649324	LOC649324	0
100419649	LOC100419649	0
440563	LOC440563	1.5323
645354	LOC645354	0
645359	LOC645359	0
401940	PRAMEF3	0.0091323
100132443	LOC100132443	0
343068	PRAMEF5	0
650236	LOC650236	0
391002	PRAMEF8	0
645382	LOC645382	0
343070	PRAMEF9	0
400736	PRAMEF13	0
391003	PRAMEF18	0.0090505
654348	PRAMEF16	0
391001	PRAMEF21	0
729516	PRAMEF24	0
645399	LOC645399	0
653619	PRAMEF15	0
729528	PRAMEF14	0
645414	PRAMEF19	0.0090505
391004	PRAMEF17	0
645425	PRAMEF20	0
126755	LRRC38	0.040281
10630	PDPN	2.493
7799	PRDM2	7.9119
23254	KAZN	0.93284
