Gene ID	Gene Symbol	CCFA_Risk_268
100506145	LOC100506145	0
100287102.chr1.1	DDX11L1	0.02185
100287102.chr1.2	DDX11L1	0
653635	WASH7P	10.0432
100302278	MIR1302-2	0
645520	FAM138A	0.31558
79504	OR4G4P	0
403263	OR4G11P	0
79501	OR4F5	0.26981
100420257	LOC100420257	0
729737	LOC729737	10.3659
728481	RPL23AP21	0
100132287	LOC100132287	7.8251
100288667	CICP7	0
100288646	LOC100288646	0
729759	OR4F29	0.23107
728517	RPL23AP24	0
100652939	LOC100652939	0
81399	OR4F16	0.23107
100287654	LOC100287654	0
100132630	CICP3	0
100133331	LOC100133331	6.6074
100288069	LOC100288069	30.1973
100287934	LOC100287934	0
400728	FAM87B	0
79854	LINC00115	46.9408
643837	LOC643837	4.9479
100506327	LOC100506327	0
284593	FAM41C	2.076
388579	LOC388579	0
284600	LOC284600	0.21366
100130417	LOC100130417	3.4831
148398	SAMD11	7.2429
26155	NOC2L	16.0306
339451	KLHL17	5.8001
84069	PLEKHN1	2.4424
84808	C1orf170	1.0719
57801	HES4	11.562
100270829	RPL39P12	0
9636	ISG15	69.8975
375790	AGRN	9.9007
100288175	LOC100288175	2.4728
401934	RNF223	0.24835
54991	C1orf159	4.9151
254099	LOC254099	0.85075
406984	MIR200B	2.2292
406983	MIR200A	2.064
554210	MIR429	8.0572
100506376	TTLL10-AS1	0.22103
254173	TTLL10	0.28919
8784	TNFRSF18	12.5551
7293	TNFRSF4	15.8881
51150	SDF4	29.0895
126792	B3GALT6	6.0546
388581	FAM132A	5.0315
118424	UBE2J2	16.0939
6339	SCNN1D	1.8121
116983	ACAP3	10.2174
126789	PUSL1	7.3112
54973	CPSF3L	12.147
80772	GLTPD1	14.3546
83756	TAS1R3	2.0115
1855	DVL1	10.9932
54587	MXRA8	20.3519
54998	AURKAIP1	51.5757
81669	CCNL2	39.3493
148413	LOC148413	14.712
55052	MRPL20	28.3445
441869	ANKRD65	8.2831
643965	TMEM88B	0.92127
64856	VWA1	13.9604
219293	ATAD3C	3.0365
83858	ATAD3B	7.7256
55210	ATAD3A	7.5123
339453	TMEM240	1.6797
29101	SSU72	17.4602
643988	C1orf233	2.401
142678	MIB2	9.1845
8510	MMP23B	3.9208
728661	SLC35E2B	14.9981
984	CDK11B	4.376
100287685	LOC100287685	0
100288379	LOC100288379	0
8511	MMP23A	3.0825
728642	CDK11A	20.9828
9906	SLC35E2	16.5417
100129381	LOC100129381	0
65220	NADK	28.3089
2782	GNB1	94.8894
163688	CALML6	0.49942
339456	TMEM52	2.8468
339457	C1orf222	0.21299
85452	KIAA1751	0.88916
2563	GABRD	0.54716
5590	PRKCZ	4.3399
100506504	LOC100506504	0
